district,transaction_house,transaction_time,transaction_area,total_price,average_price,storey,deco,house_url,agent_name,career_years,agent_location,agent_rank,agent_url
西城,丽水莲花,2020-05,143.44平米,1420万,98997元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107383623.html,梁龙,5年以上,丽水莲花信堡社区店A店,综合经纪人,https://dianpu.lianjia.com/1000000010102505/
西城,牛街18,2020-05,52.06平米,425万,81637元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101106279976.html,赵增林,3-4年,朗琴园店A店,综合经纪人,https://dianpu.lianjia.com/1000000020322635/
西城,裕中西里,2020-05,83.4平米,1120万,134293元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107652325.html,解琦,5年以上,裕中西里B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020142823/
西城,天宁寺东里,2020-05,47.49平米,429万,90335元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101107445648.html,张彩金,5年以上,月坛一店B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010094558/
西城,新风南里,2020-05,50平米,705万,141000元/平,底层,精装,https://bj.lianjia.com/chengjiao/101107608666.html,张永杰,5年以上,官园桥店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020068113/
西城,荣丰2008,2020-05,25.52平米,358万,140283元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107543469.html,李沛沛,5年以上,荣丰小区一店A店,综合经纪人,https://dianpu.lianjia.com/1000000010145052/
西城,广华轩,2020-05,136.77平米,1076万,78673元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107569094.html,张立刚,5年以上,槐柏树街店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020022713/
西城,建功北里,2020-05,54.49平米,450万,82584元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107647973.html,杨丹丹,5年以上,恬心家园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020104453/
西城,远见名苑,2020-05,54.46平米,520万,95483元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107422633.html,董佳鑫,2-3年,金融街旗舰店A店,综合经纪人,https://dianpu.lianjia.com/1000000020400912/
西城,后半壁街8号,2020-05,42.6平米,539万,126339元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107209393.html,徐秀珍,5年以上,新外大街B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010101529/
西城,马甸南村,2020-05,57平米,804万,141053元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101107541541.html,朱明,5年以上,今典花园南门店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010073639/
西城,西黄城根南街一区,2020-05,42.5平米,625万,147059元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107613553.html,王鹏,3-4年,皇城根店A店,综合经纪人,https://dianpu.lianjia.com/1000000020376270/
西城,裕中西里,2020-05,72.4平米,880万,121547元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107581538.html,柴樱桐,5年以上,裕中西里C店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020140987/
西城,白纸坊西街,2020-05,58.01平米,535万,92226元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107357376.html,文建,5年以上,中信沁园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020112763/
西城,裕中西里,2020-05,63.3平米,850万,134282元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107623746.html,纪腾云,5年以上,阳光丽景北园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020074648/
西城,黑窑厂街,2020-05,50.66平米,579万,114292元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107638757.html,马明星,3-4年,一瓶西门店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020345155/
西城,裕中西里,2020-05,59.7平米,768万,128644元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107549005.html,齐超,4-5年,三帆店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020275618/
西城,乐城,2020-05,45.6平米,435万,95351元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101106687410.html,刘冬雪,5年以上,阜外北街店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010086554/
西城,畅柳园,2020-05,64.91平米,610万,93977元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101106651849.html,王晓宇,5年以上,新风南里店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020088788/
西城,北欧印象,2020-05,65.79平米,590万,89680元/平,低楼层,其他,https://bj.lianjia.com/chengjiao/101106585491.html,康志,5年以上,今日家园店A店,综合经纪人,https://dianpu.lianjia.com/1000000020077729/
西城,冠英园小区,2020-05,107平米,1070万,100000元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101106747001.html,于健,5年以上,展览路店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020051370/
西城,温馨家园,2020-05,83.4平米,1190万,142686元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107569984.html,田艳娇,5年以上,南礼士路地铁店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010083525/
西城,平原里小区,2020-05,81.19平米,746万,91884元/平,顶层,其他,https://bj.lianjia.com/chengjiao/101107343488.html,张艳蒙,4-5年,双槐里店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020290334/
西城,新风南里,2020-05,64.8平米,650万,100309元/平,地下室,简装,https://bj.lianjia.com/chengjiao/101107532279.html,于栋梁,1-2年,育翔德胜店A店,买卖经纪人,https://dianpu.lianjia.com/1000000026027989/
西城,富国里小区,2020-05,72.5平米,973万,134207元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107641424.html,丁相丰,4-5年,皇城根店A店,综合经纪人,https://dianpu.lianjia.com/1000000020268008/
西城,椿树园,2020-05,47.95平米,568万,118457元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107681399.html,李全东,2-3年,国美家园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000023098375/
西城,禄长街头条19号院,2020-05,49.79平米,555万,111469元/平,底层,简装,https://bj.lianjia.com/chengjiao/101106373867.html,徐雅丽,4-5年,南横街店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020197371/
西城,清芷园,2020-05,205平米,1800万,87805元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101104839991.html,高军方,5年以上,清芷园小区店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020034915/
西城,西便门东里,2020-05,39.66平米,422万,106405元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101107573403.html,肖元琼,5年以上,西便门一B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020043592/
西城,灵境胡同,2020-05,53.3平米,555万,104128元/平,地下室,其他,https://bj.lianjia.com/chengjiao/101107621558.html,李智颖,5年以上,阳光丽景东园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020010701/
西城,姚家井二巷,2020-05,39.31平米,540万,137370元/平,顶层,简装,https://bj.lianjia.com/chengjiao/101107539673.html,段纯纯,5年以上,牛街地铁B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020066391/
西城,爱民里小区,2020-05,45.2平米,500万,110620元/平,顶层,简装,https://bj.lianjia.com/chengjiao/101107556382.html,尉海波,5年以上,平安里店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020061042/
西城,塔院胡同12号院,2020-05,57.6平米,768万,133334元/平,底层,精装,https://bj.lianjia.com/chengjiao/101107665690.html,梁嘉敏,5年以上,阳光丽景东园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020097697/
西城,姚家井二巷,2020-05,46.76平米,566万,121044元/平,底层,其他,https://bj.lianjia.com/chengjiao/101107720377.html,梁川,5年以上,畅柳园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020012212/
西城,南礼士路46号院,2020-05,57.72平米,725万,125520元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101105265733.html,马丹丹,5年以上,二七剧场路B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020063758/
西城,北露园,2020-05,43.6平米,542万,124312元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101107697160.html,李艳星,5年以上,增光佳苑店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020045561/
西城,马甸南村,2020-05,57.2平米,842万,147203元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107564565.html,王兆拓,2-3年,北师大店A店,买卖经纪人,https://dianpu.lianjia.com/1000000026016184/
西城,清芷园,2020-05,160.83平米,1400万,87049元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101106878434.html,苏鹏辉,4-5年,京畿道店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020226280/
西城,车公庄北里,2020-05,34.4平米,440万,127907元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107705321.html,朱涛,4-5年,西直门B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020226771/
西城,平原里小区,2020-05,44.62平米,516万,115644元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101107610215.html,谭卿,5年以上,右安门内店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020014331/
西城,荣丰2008,2020-05,31.86平米,443万,138889元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101106584203.html,张莉娜,5年以上,荣丰店A店,综合经纪人,https://dianpu.lianjia.com/1000000010088850/
西城,裕中西里,2020-05,77.4平米,968万,125065元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107702220.html,樊珈言,5年以上,裕中西里C店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020043355/
西城,阳光丽景,2020-05,148.56平米,2000万,134626元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101106639696.html,田雨,5年以上,阳光丽景东园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020101438/
西城,北欧印象,2020-05,42.23平米,375万,88800元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101107681365.html,邱帅,5年以上,远见国际店A店,综合经纪人,https://dianpu.lianjia.com/1000000020030312/
西城,庄胜二期,2020-05,40.46平米,590万,145824元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101107666934.html,陈光磊,5年以上,庄胜二期店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020104510/
西城,康乐里小区,2020-05,51.42平米,603万,117270元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107689553.html,杨光,3-4年,二七剧场路B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020307790/
西城,朝阳庵,2020-05,38.1平米,368万,96588元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101106364601.html,梁辉,5年以上,惠民家园二区店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020119651/
西城,玉桃园二区,2020-05,128.9平米,1525万,118309元/平,顶层,简装,https://bj.lianjia.com/chengjiao/101104725112.html,任晓刚,4-5年,展览馆店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020210362/
西城,丽水莲花,2020-05,42.45平米,63万,14747元/平,地下室,其他,https://bj.lianjia.com/chengjiao/101107662607.html,孟泉,5年以上,红莲北里店A店,综合经纪人,https://dianpu.lianjia.com/1000000010098616/
西城,半步桥13号院,2020-05,40.28平米,475万,117925元/平,顶层,简装,https://bj.lianjia.com/chengjiao/101107625041.html,包春英,5年以上,大观园二店A店,综合经纪人,https://dianpu.lianjia.com/1000000020109658/
西城,天宁寺东里,2020-05,41.73平米,385万,92260元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107716157.html,李东群,5年以上,天宁寺金牌店A店,综合经纪人,https://dianpu.lianjia.com/1000000020138690/
西城,新安中里,2020-05,85.36平米,778万,91120元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101105259081.html,周艳,5年以上,右安门内店A店,综合经纪人,https://dianpu.lianjia.com/1000000020036077/
西城,乐城,2020-05,81.82平米,660万,80665元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101106072763.html,王佳琪,<1年,乐城小区店A店,综合经纪人,https://dianpu.lianjia.com/1000000026560437/
西城,月坛北街25号院,2020-05,47平米,640万,136171元/平,底层,毛坯,https://bj.lianjia.com/chengjiao/101106626913.html,宋美东,5年以上,月坛一店B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020135868/
西城,车站东街15号院,2020-05,52.88平米,514万,97107元/平,顶层,其他,https://bj.lianjia.com/chengjiao/101107027976.html,沈超,3-4年,郁花园二里东门店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020302666/
西城,富国里小区,2020-05,53.4平米,721万,135019元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107567197.html,朱林,5年以上,平安里店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010081421/
西城,展览路,2020-05,84.8平米,828万,97642元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107532982.html,胡宝亨,2-3年,展览路一B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000026023419/
西城,马甸南村,2020-05,70.2平米,918万,130770元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107615143.html,赵海涛,5年以上,北师大B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020048305/
西城,莲花池东路,2020-05,61.3平米,742万,121045元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101107550349.html,张霞,4-5年,政馨家园店A店,综合经纪人,https://dianpu.lianjia.com/1000000020221288/
西城,新安中里,2020-05,72.99平米,746万,102206元/平,低楼层,其他,https://bj.lianjia.com/chengjiao/101107101657.html,苏娟,5年以上,都市晴园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020038699/
西城,月坛南街北里,2020-05,60.5平米,770万,127273元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107634945.html,丁红伟,5年以上,物资部店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020024354/
西城,新风南里,2020-05,87.6平米,1313万,149886元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101105206764.html,胡修志,3-4年,德胜佳苑店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020304732/
西城,裕中西里,2020-05,85.1平米,1060万,124560元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101107543823.html,邵长亮,5年以上,世纪东方城店A店,综合经纪人,https://dianpu.lianjia.com/1000000020096327/
西城,白云观,2020-05,50.6平米,670万,132412元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101107573501.html,张薪,5年以上,月坛北街B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020074777/
西城,高家寨,2020-05,42.6平米,519万,121831元/平,顶层,其他,https://bj.lianjia.com/chengjiao/101107665199.html,王志强,5年以上,陶然北岸虎坊路店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020102436/
西城,新安中里,2020-05,37.59平米,439万,116787元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101107654996.html,马继武,5年以上,大观园二店A店,综合经纪人,https://dianpu.lianjia.com/1000000020100732/
西城,马连道中里,2020-05,58.75平米,505万,85958元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107644010.html,李阳,5年以上,红莲北里店A店,综合经纪人,https://dianpu.lianjia.com/1000000010131092/
西城,阜成门外大街,2020-05,61.5平米,679万,110407元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101104741402.html,郑焕娟,5年以上,物资部店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020104776/
西城,白云观,2020-05,47.6平米,658万,138194元/平,低楼层,其他,https://bj.lianjia.com/chengjiao/101107597037.html,王帮杰,4-5年,丽水莲花信堡社区店A店,综合经纪人,https://dianpu.lianjia.com/1000000020249058/
西城,成铭大厦,2020-05,172.39平米,833万,48321元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101107668695.html,谷宏伟,5年以上,冠英园B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020045595/
西城,新康街甲一号,2020-05,51.87平米,765万,147485元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101106843285.html,王晶,4-5年,盛晖嘉园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020263555/
西城,荣丰2008,2020-05,27.09平米,359万,132522元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107663672.html,李振兴,4-5年,万科星园南门店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020271650/
西城,荣丰2008,2020-05,22.48平米,328万,145908元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101106990613.html,詹利雨,4-5年,槐柏树街店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020209883/
西城,裕中西里,2020-05,62.7平米,815万,129985元/平,底层,精装,https://bj.lianjia.com/chengjiao/101103060558.html,郑博文,5年以上,永泰东里店B店,买卖经纪人,https://dianpu.lianjia.com/1000000010143102/
西城,西城晶华,2020-05,41.7平米,120万,28777元/平,地下室,其他,https://bj.lianjia.com/chengjiao/101107680500.html,张亮,5年以上,万和世家店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010074946/
西城,月坛北街甲1号院,2020-05,41.3平米,522万,126393元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101106302520.html,魏文,5年以上,北营房店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020023558/
西城,陶然北岸,2020-05,102.1平米,1218万,119295元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101104260921.html,胡亮,5年以上,宣武门店B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020113281/
西城,西直门南大街,2020-05,86.7平米,880万,101500元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107616422.html,陈亮,5年以上,冠英园B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020128803/
西城,太平街甲乙18号院,2020-05,54.16平米,518万,95643元/平,顶层,简装,https://bj.lianjia.com/chengjiao/101104610229.html,于树娟,5年以上,富力信然庭店B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020060383/
西城,新风南里,2020-05,73.7平米,960万,130258元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107625686.html,潘伟冬,5年以上,新风南里店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020081995/
西城,平原里小区,2020-05,63.05平米,623万,98811元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107586005.html,张旭,4-5年,双槐里店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020267958/
西城,西豪逸景,2020-05,136.72平米,1137万,83163元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101106325049.html,许子军,5年以上,荣丰店A店,综合经纪人,https://dianpu.lianjia.com/1000000020024738/
西城,白云观,2020-05,47.9平米,528万,110230元/平,底层,其他,https://bj.lianjia.com/chengjiao/101107667881.html,张文斌,1-2年,西便门一店A店,买卖经纪人,https://dianpu.lianjia.com/1000000026026355/
西城,阜成门外大街,2020-05,50.5平米,565万,111882元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107598206.html,井凤玲,5年以上,月坛北街店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010081425/
西城,爱民里小区,2020-05,48.4平米,690万,142562元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107577203.html,郭洒,5年以上,阳光丽景B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020142668/
西城,牛街18,2020-05,52.06平米,408万,78372元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101106234672.html,王玉玲,5年以上,上地佳园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010025708/
西城,新外大街10号院,2020-05,64.4平米,866万,134473元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107591183.html,杜利鹏,5年以上,阳光丽景B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010139674/
西城,祥和家苑,2020-05,53.78平米,424万,78840元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107278868.html,陈英,5年以上,牛街地铁店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020011212/
西城,畅柳园,2020-05,64.68平米,685万,105906元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107542894.html,李威威,3-4年,一瓶西门店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020295555/
西城,北欧印象,2020-05,43.19平米,405万,93703元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101106822669.html,杜朝龙,4-5年,天宁寺金牌店A店,综合经纪人,https://dianpu.lianjia.com/1000000020248978/
西城,高家寨,2020-05,38.96平米,525万,134754元/平,顶层,简装,https://bj.lianjia.com/chengjiao/101107558851.html,赵红丹,5年以上,睿府书香店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020115237/
西城,马甸南村,2020-05,57.4平米,823万,143293元/平,顶层,其他,https://bj.lianjia.com/chengjiao/101107550925.html,马雅毅,5年以上,清芷园北门店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020038023/
西城,朗琴园,2020-05,100.49平米,970万,96528元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101103154506.html,胡修源,5年以上,远见新店A店,综合经纪人,https://dianpu.lianjia.com/1000000020018029/
西城,乐城,2020-05,45.48平米,425万,93448元/平,中楼层,其他,https://bj.lianjia.com/chengjiao/101105655096.html,范宝丹,4-5年,红居南街店A店,综合经纪人,https://dianpu.lianjia.com/1000000020201665/
西城,复兴门外大街,2020-05,87.1平米,1059万,121585元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101106798834.html,王涵,5年以上,白云路店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010059796/
西城,新外大街甲8号院,2020-05,62.3平米,839万,134671元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107541570.html,沙红艳,5年以上,育翔德胜B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010138332/
西城,新文化街,2020-05,55.5平米,795万,143244元/平,低楼层,简装,https://bj.lianjia.com/chengjiao/101107581000.html,瞿吉林,5年以上,宣西大街店A店,综合经纪人,https://dianpu.lianjia.com/1000000020110149/
西城,清芷园,2020-05,37.34平米,38万,10177元/平,地下室,其他,https://bj.lianjia.com/chengjiao/101107081797.html,郭亮,5年以上,清芷园小区店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010099701/
西城,北欧印象,2020-05,47.8平米,410万,85775元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107384275.html,兰颖超,5年以上,菜户营桥B店A店,综合经纪人,https://dianpu.lianjia.com/1000000020128832/
西城,复兴门外大街,2020-05,53.1平米,663万,124859元/平,低楼层,精装,https://bj.lianjia.com/chengjiao/101106481021.html,王东亮,5年以上,二七剧场路B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020100995/
西城,东经路19号院,2020-05,37.02平米,492万,132902元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101105458962.html,吴艳伟,4-5年,富力信然庭店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020215022/
西城,新明胡同,2020-05,59.6平米,755万,126678元/平,高楼层,毛坯,https://bj.lianjia.com/chengjiao/101105779594.html,刘江钱,1-2年,盛晖嘉园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000026043151/
西城,春风胡同社区,2020-05,63.77平米,515万,80759元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107268953.html,孙永钢,5年以上,牛街地铁店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020002774/
西城,太平仓胡同,2020-05,57.5平米,770万,133914元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101107555989.html,刘欢,5年以上,西什库大街店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020040857/
西城,新文化街,2020-05,65.5平米,903万,137863元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107184626.html,李敬,4-5年,新文化街王牌店A店,综合经纪人,https://dianpu.lianjia.com/1000000020230368/
西城,莲花池东路甲5号院,2020-05,56.8平米,682万,120071元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107558160.html,张雪微,5年以上,西单金牌店A店,综合经纪人,https://dianpu.lianjia.com/1000000020104735/
西城,南纬路,2020-05,45.53平米,533万,117066元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101105327254.html,王生春,5年以上,南纬路盛景嘉园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020103212/
西城,四平园,2020-05,43.9平米,540万,123007元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101103225979.html,张涛,5年以上,右安门内店A店,综合经纪人,https://dianpu.lianjia.com/1000000010146141/
西城,新外大街甲8号院,2020-05,62.3平米,908万,145747元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101107568395.html,冉园园,5年以上,德胜佳苑店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020001025/
西城,中胜巷,2020-05,49.96平米,483万,96678元/平,顶层,精装,https://bj.lianjia.com/chengjiao/101107035676.html,杨晓晗,4-5年,融科店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020220132/
西城,三里河二区A区,2020-05,84.4平米,1090万,129147元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101105486723.html,王硕,4-5年,安德路店C店,买卖经纪人,https://dianpu.lianjia.com/1000000020214985/
西城,双槐里,2020-05,46.2平米,462万,100000元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101107573312.html,郝文,4-5年,源屋曲店A店,综合经纪人,https://dianpu.lianjia.com/1000000020281169/
西城,富国里小区,2020-05,53.4平米,725万,135768元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107098467.html,王小龙,5年以上,官苑八号店A店,综合经纪人,https://dianpu.lianjia.com/1000000020014600/
西城,马甸南村,2020-05,64.6平米,888万,137462元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101106452228.html,任胜男,5年以上,冠英园B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010145909/
西城,右安门内西街甲2号院,2020-05,66平米,619万,93788元/平,高楼层,其他,https://bj.lianjia.com/chengjiao/101107452078.html,,,,,
西城,如意里,2020-05,48.7平米,522万,107187元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101107582958.html,段晋霞,2-3年,宣武门店B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000023034913/
西城,远见名苑,2020-05,106.85平米,870万,81423元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101103870946.html,尉秀娟,5年以上,红莲北里店A店,综合经纪人,https://dianpu.lianjia.com/1000000010145296/
西城,三里河东路7号院,2020-05,57.1平米,539万,94396元/平,地下室,简装,https://bj.lianjia.com/chengjiao/101106790543.html,韩长义,5年以上,二七剧场路B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020049185/
西城,椿树园,2020-05,47.95平米,565万,117832元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107608145.html,常显举,5年以上,椿树园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020047315/
西城,恒昌花园,2020-05,109.72平米,810万,73779元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101102998793.html,张晓智,5年以上,菜户营桥店A店,综合经纪人,https://dianpu.lianjia.com/1000000020019771/
西城,红莲晴园,2020-05,128.72平米,1035万,80408元/平,中楼层,精装,https://bj.lianjia.com/chengjiao/101105733904.html,刘明爽,4-5年,远见新店A店,综合经纪人,https://dianpu.lianjia.com/1000000020268138/
西城,新外大街甲8号院,2020-05,87.7平米,1175万,133980元/平,中楼层,简装,https://bj.lianjia.com/chengjiao/101105493095.html,李文丙,5年以上,育翔德胜B店A店,买卖经纪人,https://dianpu.lianjia.com/1000000010136451/
西城,双槐里,2020-05,44.26平米,475万,107321元/平,高楼层,精装,https://bj.lianjia.com/chengjiao/101107259635.html,贺云邦,5年以上,万和世家店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020077189/
西城,西直门内大街,2020-05,60.3平米,763万,126468元/平,低楼层,其他,https://bj.lianjia.com/chengjiao/101107553663.html,孙知佼,5年以上,冠英园店A店,买卖经纪人,https://dianpu.lianjia.com/1000000020001036/
西城,椿树园,2020-05,47.95平米,580万,120960元/平,高楼层,简装,https://bj.lianjia.com/chengjiao/101107534902.html,孟令一,4-5年,乐城小区店A店,综合经纪人,https://dianpu.lianjia.com/1000000020259860/
